start,start_date,start_time,end,end_date,end_time,@LulaOficial_mentions,@LulaOficial_mentions_without_retweet,@jairbolsonaro_mentions,@jairbolsonaro_mentions_without_retweet,@cirogomes_mentions,@cirogomes_mentions_without_retweet,@simonetebetbr_mentions,@simonetebetbr_mentions_without_retweet
2022-09-16 11:00:00-03:00,2022-09-16,11:00:00,2022-09-16 12:00:00-03:00,2022-09-16,12:00:00,7813,4391,5646,1665,1257,654,340,270
2022-09-16 12:00:00-03:00,2022-09-16,12:00:00,2022-09-16 13:00:00-03:00,2022-09-16,13:00:00,7384,4115,6165,1706,1862,784,259,176
2022-09-16 13:00:00-03:00,2022-09-16,13:00:00,2022-09-16 14:00:00-03:00,2022-09-16,14:00:00,7809,4209,7546,2224,1860,832,241,152
2022-09-16 14:00:00-03:00,2022-09-16,14:00:00,2022-09-16 15:00:00-03:00,2022-09-16,15:00:00,7627,4210,7355,1990,1488,706,205,157
2022-09-16 15:00:00-03:00,2022-09-16,15:00:00,2022-09-16 16:00:00-03:00,2022-09-16,16:00:00,7343,4093,6770,1959,1589,741,184,126
2022-09-16 16:00:00-03:00,2022-09-16,16:00:00,2022-09-16 17:00:00-03:00,2022-09-16,17:00:00,6751,3931,6240,1967,1449,679,196,132
2022-09-16 17:00:00-03:00,2022-09-16,17:00:00,2022-09-16 18:00:00-03:00,2022-09-16,18:00:00,7042,3749,5786,1655,2737,1781,239,151
2022-09-16 18:00:00-03:00,2022-09-16,18:00:00,2022-09-16 19:00:00-03:00,2022-09-16,19:00:00,10969,5252,8129,1959,3979,2261,159,107
2022-09-16 19:00:00-03:00,2022-09-16,19:00:00,2022-09-16 20:00:00-03:00,2022-09-16,20:00:00,11348,5868,7019,1899,3436,1884,212,143
2022-09-16 20:00:00-03:00,2022-09-16,20:00:00,2022-09-16 21:00:00-03:00,2022-09-16,21:00:00,12554,5832,10035,2214,2748,1396,167,122
2022-09-16 21:00:00-03:00,2022-09-16,21:00:00,2022-09-16 22:00:00-03:00,2022-09-16,22:00:00,17038,7658,8468,1844,2440,1191,212,153
2022-09-16 22:00:00-03:00,2022-09-16,22:00:00,2022-09-16 23:00:00-03:00,2022-09-16,23:00:00,13640,6420,7065,1649,2295,1043,388,238
2022-09-16 23:00:00-03:00,2022-09-16,23:00:00,2022-09-17 00:00:00-03:00,2022-09-17,00:00:00,9981,4784,5818,1332,1676,796,306,196
2022-09-17 00:00:00-03:00,2022-09-17,00:00:00,2022-09-17 01:00:00-03:00,2022-09-17,01:00:00,6770,3189,4076,911,1056,523,136,92
2022-09-17 01:00:00-03:00,2022-09-17,01:00:00,2022-09-17 02:00:00-03:00,2022-09-17,02:00:00,3908,1823,2240,525,717,306,55,42
2022-09-17 02:00:00-03:00,2022-09-17,02:00:00,2022-09-17 03:00:00-03:00,2022-09-17,03:00:00,2152,982,1345,305,311,143,51,27
2022-09-17 03:00:00-03:00,2022-09-17,03:00:00,2022-09-17 04:00:00-03:00,2022-09-17,04:00:00,1381,676,976,261,235,101,42,24
2022-09-17 04:00:00-03:00,2022-09-17,04:00:00,2022-09-17 05:00:00-03:00,2022-09-17,05:00:00,1443,603,938,191,203,104,33,22
2022-09-17 05:00:00-03:00,2022-09-17,05:00:00,2022-09-17 06:00:00-03:00,2022-09-17,06:00:00,1916,811,1289,273,265,148,33,19
2022-09-17 06:00:00-03:00,2022-09-17,06:00:00,2022-09-17 07:00:00-03:00,2022-09-17,07:00:00,3319,1570,2519,512,376,181,54,32
2022-09-17 07:00:00-03:00,2022-09-17,07:00:00,2022-09-17 08:00:00-03:00,2022-09-17,08:00:00,5225,2778,5164,1148,791,352,91,59
2022-09-17 08:00:00-03:00,2022-09-17,08:00:00,2022-09-17 09:00:00-03:00,2022-09-17,09:00:00,7662,4209,7048,1625,899,426,131,96
2022-09-17 09:00:00-03:00,2022-09-17,09:00:00,2022-09-17 10:00:00-03:00,2022-09-17,10:00:00,8237,4451,7335,1861,1285,587,182,129
2022-09-17 10:00:00-03:00,2022-09-17,10:00:00,2022-09-17 11:00:00-03:00,2022-09-17,11:00:00,8229,4485,6892,1748,1516,659,133,92
2022-09-17 11:00:00-03:00,2022-09-17,11:00:00,2022-09-17 12:00:00-03:00,2022-09-17,12:00:00,8188,4213,6518,1624,1877,829,234,180
2022-09-17 12:00:00-03:00,2022-09-17,12:00:00,2022-09-17 13:00:00-03:00,2022-09-17,13:00:00,8675,4576,7620,2066,2066,874,369,251
2022-09-17 13:00:00-03:00,2022-09-17,13:00:00,2022-09-17 14:00:00-03:00,2022-09-17,14:00:00,12861,6197,9482,2366,3133,1351,239,195
2022-09-17 14:00:00-03:00,2022-09-17,14:00:00,2022-09-17 15:00:00-03:00,2022-09-17,15:00:00,12435,6044,8672,2215,2703,1348,242,164
2022-09-17 15:00:00-03:00,2022-09-17,15:00:00,2022-09-17 16:00:00-03:00,2022-09-17,16:00:00,10720,5435,9043,2155,2687,1266,198,129
2022-09-17 16:00:00-03:00,2022-09-17,16:00:00,2022-09-17 17:00:00-03:00,2022-09-17,17:00:00,9849,4847,8585,2037,1889,910,124,102
2022-09-17 17:00:00-03:00,2022-09-17,17:00:00,2022-09-17 18:00:00-03:00,2022-09-17,18:00:00,10812,5427,9114,2067,2254,949,168,120
2022-09-17 18:00:00-03:00,2022-09-17,18:00:00,2022-09-17 19:00:00-03:00,2022-09-17,19:00:00,9405,4650,11186,2583,2335,1125,346,167
2022-09-17 19:00:00-03:00,2022-09-17,19:00:00,2022-09-17 20:00:00-03:00,2022-09-17,20:00:00,9088,4295,11240,2868,2150,1076,226,112
2022-09-17 20:00:00-03:00,2022-09-17,20:00:00,2022-09-17 21:00:00-03:00,2022-09-17,21:00:00,8645,4235,9974,2692,2496,1208,219,131
2022-09-17 21:00:00-03:00,2022-09-17,21:00:00,2022-09-17 22:00:00-03:00,2022-09-17,22:00:00,7603,3852,7917,1986,1957,964,190,126
2022-09-17 22:00:00-03:00,2022-09-17,22:00:00,2022-09-17 23:00:00-03:00,2022-09-17,23:00:00,7666,3546,6904,1849,1626,721,106,73
2022-09-17 23:00:00-03:00,2022-09-17,23:00:00,2022-09-18 00:00:00-03:00,2022-09-18,00:00:00,5917,2901,5692,1470,1415,566,115,68
2022-09-18 00:00:00-03:00,2022-09-18,00:00:00,2022-09-18 01:00:00-03:00,2022-09-18,01:00:00,4053,2011,4091,964,883,330,72,40
2022-09-18 01:00:00-03:00,2022-09-18,01:00:00,2022-09-18 02:00:00-03:00,2022-09-18,02:00:00,2636,1303,2378,637,587,281,31,25
2022-09-18 02:00:00-03:00,2022-09-18,02:00:00,2022-09-18 03:00:00-03:00,2022-09-18,03:00:00,1544,716,1446,375,349,124,23,12
2022-09-18 03:00:00-03:00,2022-09-18,03:00:00,2022-09-18 04:00:00-03:00,2022-09-18,04:00:00,998,443,1016,227,227,89,23,8
2022-09-18 04:00:00-03:00,2022-09-18,04:00:00,2022-09-18 05:00:00-03:00,2022-09-18,05:00:00,851,388,817,194,159,78,18,12
2022-09-18 05:00:00-03:00,2022-09-18,05:00:00,2022-09-18 06:00:00-03:00,2022-09-18,06:00:00,986,461,1179,335,169,73,22,14
2022-09-18 06:00:00-03:00,2022-09-18,06:00:00,2022-09-18 07:00:00-03:00,2022-09-18,07:00:00,2015,1020,2123,589,314,129,35,20
2022-09-18 07:00:00-03:00,2022-09-18,07:00:00,2022-09-18 08:00:00-03:00,2022-09-18,08:00:00,3452,1912,5247,1218,531,222,66,43
2022-09-18 08:00:00-03:00,2022-09-18,08:00:00,2022-09-18 09:00:00-03:00,2022-09-18,09:00:00,4977,2787,9301,2025,749,393,160,104
2022-09-18 09:00:00-03:00,2022-09-18,09:00:00,2022-09-18 10:00:00-03:00,2022-09-18,10:00:00,6094,3510,12095,3099,1289,557,108,63
2022-09-18 10:00:00-03:00,2022-09-18,10:00:00,2022-09-18 11:00:00-03:00,2022-09-18,11:00:00,8054,4469,11681,2932,1469,622,93,65
2022-09-18 11:00:00-03:00,2022-09-18,11:00:00,2022-09-18 12:00:00-03:00,2022-09-18,12:00:00,8022,4221,10523,2786,1297,600,162,107
2022-09-18 12:00:00-03:00,2022-09-18,12:00:00,2022-09-18 13:00:00-03:00,2022-09-18,13:00:00,8730,4354,9341,2528,1819,755,171,135
2022-09-18 13:00:00-03:00,2022-09-18,13:00:00,2022-09-18 14:00:00-03:00,2022-09-18,14:00:00,15127,6764,11002,2951,1173,559,90,69
2022-09-18 14:00:00-03:00,2022-09-18,14:00:00,2022-09-18 15:00:00-03:00,2022-09-18,15:00:00,14014,7550,12354,3749,1075,465,68,52
2022-09-18 15:00:00-03:00,2022-09-18,15:00:00,2022-09-18 16:00:00-03:00,2022-09-18,16:00:00,13534,7355,12232,3805,1028,449,65,45
2022-09-18 16:00:00-03:00,2022-09-18,16:00:00,2022-09-18 17:00:00-03:00,2022-09-18,17:00:00,11732,6146,10687,3060,945,430,44,27
2022-09-18 17:00:00-03:00,2022-09-18,17:00:00,2022-09-18 18:00:00-03:00,2022-09-18,18:00:00,10332,5402,11108,3178,942,385,67,57
2022-09-18 18:00:00-03:00,2022-09-18,18:00:00,2022-09-18 19:00:00-03:00,2022-09-18,19:00:00,12432,6064,11526,3208,1700,1000,53,37
2022-09-18 19:00:00-03:00,2022-09-18,19:00:00,2022-09-18 20:00:00-03:00,2022-09-18,20:00:00,12859,6305,9764,2942,1492,782,93,58
2022-09-18 20:00:00-03:00,2022-09-18,20:00:00,2022-09-18 21:00:00-03:00,2022-09-18,21:00:00,11962,5889,8799,2915,1588,783,61,44
2022-09-18 21:00:00-03:00,2022-09-18,21:00:00,2022-09-18 22:00:00-03:00,2022-09-18,22:00:00,11438,5615,9568,3074,1470,825,69,56
2022-09-18 22:00:00-03:00,2022-09-18,22:00:00,2022-09-18 23:00:00-03:00,2022-09-18,23:00:00,11013,5168,9423,2864,1035,572,48,35
2022-09-18 23:00:00-03:00,2022-09-18,23:00:00,2022-09-19 00:00:00-03:00,2022-09-19,00:00:00,7588,3756,6657,1955,897,458,54,33
2022-09-19 00:00:00-03:00,2022-09-19,00:00:00,2022-09-19 01:00:00-03:00,2022-09-19,01:00:00,5144,2516,4295,1374,820,379,247,98
2022-09-19 01:00:00-03:00,2022-09-19,01:00:00,2022-09-19 02:00:00-03:00,2022-09-19,02:00:00,2614,1307,2787,800,389,179,74,27
2022-09-19 02:00:00-03:00,2022-09-19,02:00:00,2022-09-19 03:00:00-03:00,2022-09-19,03:00:00,1560,807,1548,474,268,132,55,26
2022-09-19 03:00:00-03:00,2022-09-19,03:00:00,2022-09-19 04:00:00-03:00,2022-09-19,04:00:00,1076,555,1099,401,139,55,25,9
2022-09-19 04:00:00-03:00,2022-09-19,04:00:00,2022-09-19 05:00:00-03:00,2022-09-19,05:00:00,1033,505,1119,363,153,66,32,8
2022-09-19 05:00:00-03:00,2022-09-19,05:00:00,2022-09-19 06:00:00-03:00,2022-09-19,06:00:00,1742,922,1757,488,202,74,54,21
2022-09-19 06:00:00-03:00,2022-09-19,06:00:00,2022-09-19 07:00:00-03:00,2022-09-19,07:00:00,3467,1804,3203,852,425,203,101,51
2022-09-19 07:00:00-03:00,2022-09-19,07:00:00,2022-09-19 08:00:00-03:00,2022-09-19,08:00:00,7985,3620,8671,1932,604,294,171,69
2022-09-19 08:00:00-03:00,2022-09-19,08:00:00,2022-09-19 09:00:00-03:00,2022-09-19,09:00:00,9986,4640,10249,2638,724,399,189,100
2022-09-19 09:00:00-03:00,2022-09-19,09:00:00,2022-09-19 10:00:00-03:00,2022-09-19,10:00:00,9902,4340,8690,2403,1151,577,335,179
2022-09-19 10:00:00-03:00,2022-09-19,10:00:00,2022-09-19 11:00:00-03:00,2022-09-19,11:00:00,11363,5066,8988,2484,932,480,364,194
2022-09-19 11:00:00-03:00,2022-09-19,11:00:00,2022-09-19 12:00:00-03:00,2022-09-19,12:00:00,12929,5619,9339,2550,1081,462,314,176
2022-09-19 12:00:00-03:00,2022-09-19,12:00:00,2022-09-19 13:00:00-03:00,2022-09-19,13:00:00,11761,5499,15816,3761,1286,704,302,190
2022-09-19 13:00:00-03:00,2022-09-19,13:00:00,2022-09-19 14:00:00-03:00,2022-09-19,14:00:00,11281,5155,14464,4272,1638,821,204,113
2022-09-19 14:00:00-03:00,2022-09-19,14:00:00,2022-09-19 15:00:00-03:00,2022-09-19,15:00:00,10011,4741,11071,3364,1752,805,199,104
2022-09-19 15:00:00-03:00,2022-09-19,15:00:00,2022-09-19 16:00:00-03:00,2022-09-19,16:00:00,8964,4286,10485,3388,1404,692,245,140
2022-09-19 16:00:00-03:00,2022-09-19,16:00:00,2022-09-19 17:00:00-03:00,2022-09-19,17:00:00,9150,4307,11634,3664,1279,585,212,116
2022-09-19 17:00:00-03:00,2022-09-19,17:00:00,2022-09-19 18:00:00-03:00,2022-09-19,18:00:00,10449,4736,10757,3246,1547,653,174,99
2022-09-19 18:00:00-03:00,2022-09-19,18:00:00,2022-09-19 19:00:00-03:00,2022-09-19,19:00:00,10731,4715,9348,3019,3219,1546,348,178
2022-09-19 19:00:00-03:00,2022-09-19,19:00:00,2022-09-19 20:00:00-03:00,2022-09-19,20:00:00,11573,5024,10457,3734,3136,1362,368,239
2022-09-19 20:00:00-03:00,2022-09-19,20:00:00,2022-09-19 21:00:00-03:00,2022-09-19,21:00:00,12082,5016,9066,2927,4901,2280,387,276
2022-09-19 21:00:00-03:00,2022-09-19,21:00:00,2022-09-19 22:00:00-03:00,2022-09-19,22:00:00,13661,6149,11262,3443,4491,2300,425,314
2022-09-19 22:00:00-03:00,2022-09-19,22:00:00,2022-09-19 23:00:00-03:00,2022-09-19,23:00:00,15961,7287,10426,3112,7020,4579,336,228
2022-09-19 23:00:00-03:00,2022-09-19,23:00:00,2022-09-20 00:00:00-03:00,2022-09-20,00:00:00,9145,4265,10666,2673,4483,2785,326,247
2022-09-20 00:00:00-03:00,2022-09-20,00:00:00,2022-09-20 01:00:00-03:00,2022-09-20,01:00:00,5193,2493,6230,1612,3547,2008,171,122
2022-09-20 01:00:00-03:00,2022-09-20,01:00:00,2022-09-20 02:00:00-03:00,2022-09-20,02:00:00,2773,1236,3795,993,1831,970,124,65
2022-09-20 02:00:00-03:00,2022-09-20,02:00:00,2022-09-20 03:00:00-03:00,2022-09-20,03:00:00,1466,636,2310,627,934,458,46,31
2022-09-20 03:00:00-03:00,2022-09-20,03:00:00,2022-09-20 04:00:00-03:00,2022-09-20,04:00:00,1103,438,1570,427,519,238,50,27
2022-09-20 04:00:00-03:00,2022-09-20,04:00:00,2022-09-20 05:00:00-03:00,2022-09-20,05:00:00,1009,466,1783,393,469,276,34,21
2022-09-20 05:00:00-03:00,2022-09-20,05:00:00,2022-09-20 06:00:00-03:00,2022-09-20,06:00:00,1503,682,3295,844,854,440,85,59
2022-09-20 06:00:00-03:00,2022-09-20,06:00:00,2022-09-20 07:00:00-03:00,2022-09-20,07:00:00,3329,1722,6730,1714,1640,882,116,89
2022-09-20 07:00:00-03:00,2022-09-20,07:00:00,2022-09-20 08:00:00-03:00,2022-09-20,08:00:00,5499,2965,10424,2698,2341,1359,247,164
2022-09-20 08:00:00-03:00,2022-09-20,08:00:00,2022-09-20 09:00:00-03:00,2022-09-20,09:00:00,6663,3729,9440,2865,2977,1704,253,186
2022-09-20 09:00:00-03:00,2022-09-20,09:00:00,2022-09-20 10:00:00-03:00,2022-09-20,10:00:00,5751,3173,15097,4034,3210,1811,205,158
2022-09-20 10:00:00-03:00,2022-09-20,10:00:00,2022-09-20 11:00:00-03:00,2022-09-20,11:00:00,6196,3316,12156,3641,3101,1689,177,125
2022-09-20 11:00:00-03:00,2022-09-20,11:00:00,2022-09-20 12:00:00-03:00,2022-09-20,12:00:00,6575,3460,17076,4500,2827,1363,134,104
2022-09-20 12:00:00-03:00,2022-09-20,12:00:00,2022-09-20 13:00:00-03:00,2022-09-20,13:00:00,8597,4210,15054,3858,2412,1210,119,77
2022-09-20 13:00:00-03:00,2022-09-20,13:00:00,2022-09-20 14:00:00-03:00,2022-09-20,14:00:00,8746,4291,14720,4173,2613,1295,158,110
2022-09-20 14:00:00-03:00,2022-09-20,14:00:00,2022-09-20 15:00:00-03:00,2022-09-20,15:00:00,8187,4226,11428,3172,3869,2165,171,143
2022-09-20 15:00:00-03:00,2022-09-20,15:00:00,2022-09-20 16:00:00-03:00,2022-09-20,16:00:00,8145,4230,16107,3614,4141,2130,139,115
2022-09-20 16:00:00-03:00,2022-09-20,16:00:00,2022-09-20 17:00:00-03:00,2022-09-20,17:00:00,7344,3800,13648,3143,3372,1884,122,96
2022-09-20 17:00:00-03:00,2022-09-20,17:00:00,2022-09-20 18:00:00-03:00,2022-09-20,18:00:00,7738,3832,13561,3485,2954,1573,165,126
2022-09-20 18:00:00-03:00,2022-09-20,18:00:00,2022-09-20 19:00:00-03:00,2022-09-20,19:00:00,9182,4584,14456,3464,3207,1539,166,120
2022-09-20 19:00:00-03:00,2022-09-20,19:00:00,2022-09-20 20:00:00-03:00,2022-09-20,20:00:00,8133,4362,14238,3395,4363,2322,165,108
2022-09-20 20:00:00-03:00,2022-09-20,20:00:00,2022-09-20 21:00:00-03:00,2022-09-20,21:00:00,8246,4332,13010,3533,4294,2499,634,447
2022-09-20 21:00:00-03:00,2022-09-20,21:00:00,2022-09-20 22:00:00-03:00,2022-09-20,22:00:00,9112,4844,18000,4601,4666,2553,711,625
2022-09-20 22:00:00-03:00,2022-09-20,22:00:00,2022-09-20 23:00:00-03:00,2022-09-20,23:00:00,8019,3908,13861,3264,3259,1657,261,175
2022-09-20 23:00:00-03:00,2022-09-20,23:00:00,2022-09-21 00:00:00-03:00,2022-09-21,00:00:00,5894,2801,9304,2059,2319,1160,244,105
2022-09-21 00:00:00-03:00,2022-09-21,00:00:00,2022-09-21 01:00:00-03:00,2022-09-21,01:00:00,3370,1599,5547,1242,1243,560,91,64
2022-09-21 01:00:00-03:00,2022-09-21,01:00:00,2022-09-21 02:00:00-03:00,2022-09-21,02:00:00,1980,845,3397,784,798,366,67,39
2022-09-21 02:00:00-03:00,2022-09-21,02:00:00,2022-09-21 03:00:00-03:00,2022-09-21,03:00:00,1030,470,1974,560,547,296,90,39
2022-09-21 03:00:00-03:00,2022-09-21,03:00:00,2022-09-21 04:00:00-03:00,2022-09-21,04:00:00,727,321,1420,317,366,147,34,15
2022-09-21 04:00:00-03:00,2022-09-21,04:00:00,2022-09-21 05:00:00-03:00,2022-09-21,05:00:00,782,381,1406,318,306,154,53,25
2022-09-21 05:00:00-03:00,2022-09-21,05:00:00,2022-09-21 06:00:00-03:00,2022-09-21,06:00:00,1324,583,2772,617,609,302,47,32
2022-09-21 06:00:00-03:00,2022-09-21,06:00:00,2022-09-21 07:00:00-03:00,2022-09-21,07:00:00,2560,1202,5747,1251,1223,619,99,59
2022-09-21 07:00:00-03:00,2022-09-21,07:00:00,2022-09-21 08:00:00-03:00,2022-09-21,08:00:00,4118,2108,8716,2430,1572,864,135,78
2022-09-21 08:00:00-03:00,2022-09-21,08:00:00,2022-09-21 09:00:00-03:00,2022-09-21,09:00:00,5693,3098,8786,2524,1699,973,136,83
