start,start_date,start_time,end,end_date,end_time,@LulaOficial_mentions,@LulaOficial_mentions_without_retweet,@jairbolsonaro_mentions,@jairbolsonaro_mentions_without_retweet,@cirogomes_mentions,@cirogomes_mentions_without_retweet,@simonetebetbr_mentions,@simonetebetbr_mentions_without_retweet
2022-09-17 17:00:00-03:00,2022-09-17,17:00:00,2022-09-17 18:00:00-03:00,2022-09-17,18:00:00,10789,5415,9092,2057,2253,949,168,120
2022-09-17 18:00:00-03:00,2022-09-17,18:00:00,2022-09-17 19:00:00-03:00,2022-09-17,19:00:00,9390,4639,11167,2573,2335,1125,346,167
2022-09-17 19:00:00-03:00,2022-09-17,19:00:00,2022-09-17 20:00:00-03:00,2022-09-17,20:00:00,9074,4285,11214,2852,2148,1076,226,112
2022-09-17 20:00:00-03:00,2022-09-17,20:00:00,2022-09-17 21:00:00-03:00,2022-09-17,21:00:00,8624,4220,9958,2685,2492,1207,219,131
2022-09-17 21:00:00-03:00,2022-09-17,21:00:00,2022-09-17 22:00:00-03:00,2022-09-17,22:00:00,7587,3841,7910,1984,1957,964,190,126
2022-09-17 22:00:00-03:00,2022-09-17,22:00:00,2022-09-17 23:00:00-03:00,2022-09-17,23:00:00,7658,3536,6898,1844,1625,720,106,73
2022-09-17 23:00:00-03:00,2022-09-17,23:00:00,2022-09-18 00:00:00-03:00,2022-09-18,00:00:00,5904,2891,5680,1462,1408,563,116,68
2022-09-18 00:00:00-03:00,2022-09-18,00:00:00,2022-09-18 01:00:00-03:00,2022-09-18,01:00:00,4047,2009,4082,960,882,330,71,40
2022-09-18 01:00:00-03:00,2022-09-18,01:00:00,2022-09-18 02:00:00-03:00,2022-09-18,02:00:00,2623,1292,2376,636,587,281,31,25
2022-09-18 02:00:00-03:00,2022-09-18,02:00:00,2022-09-18 03:00:00-03:00,2022-09-18,03:00:00,1538,711,1442,375,349,124,23,12
2022-09-18 03:00:00-03:00,2022-09-18,03:00:00,2022-09-18 04:00:00-03:00,2022-09-18,04:00:00,997,443,1014,225,227,89,23,8
2022-09-18 04:00:00-03:00,2022-09-18,04:00:00,2022-09-18 05:00:00-03:00,2022-09-18,05:00:00,853,388,819,194,159,78,18,12
2022-09-18 05:00:00-03:00,2022-09-18,05:00:00,2022-09-18 06:00:00-03:00,2022-09-18,06:00:00,986,461,1178,335,169,73,22,14
2022-09-18 06:00:00-03:00,2022-09-18,06:00:00,2022-09-18 07:00:00-03:00,2022-09-18,07:00:00,2012,1017,2122,589,314,129,35,20
2022-09-18 07:00:00-03:00,2022-09-18,07:00:00,2022-09-18 08:00:00-03:00,2022-09-18,08:00:00,3440,1900,5244,1217,531,222,66,43
2022-09-18 08:00:00-03:00,2022-09-18,08:00:00,2022-09-18 09:00:00-03:00,2022-09-18,09:00:00,4972,2783,9296,2023,750,394,160,104
2022-09-18 09:00:00-03:00,2022-09-18,09:00:00,2022-09-18 10:00:00-03:00,2022-09-18,10:00:00,6077,3499,12080,3093,1288,557,108,63
2022-09-18 10:00:00-03:00,2022-09-18,10:00:00,2022-09-18 11:00:00-03:00,2022-09-18,11:00:00,8050,4466,11657,2929,1469,622,93,65
2022-09-18 11:00:00-03:00,2022-09-18,11:00:00,2022-09-18 12:00:00-03:00,2022-09-18,12:00:00,8006,4210,10513,2784,1296,599,162,107
2022-09-18 12:00:00-03:00,2022-09-18,12:00:00,2022-09-18 13:00:00-03:00,2022-09-18,13:00:00,8714,4344,9331,2524,1816,753,171,135
2022-09-18 13:00:00-03:00,2022-09-18,13:00:00,2022-09-18 14:00:00-03:00,2022-09-18,14:00:00,15064,6735,10990,2951,1173,559,90,69
2022-09-18 14:00:00-03:00,2022-09-18,14:00:00,2022-09-18 15:00:00-03:00,2022-09-18,15:00:00,13955,7503,12329,3747,1075,465,68,52
2022-09-18 15:00:00-03:00,2022-09-18,15:00:00,2022-09-18 16:00:00-03:00,2022-09-18,16:00:00,13513,7340,12212,3798,1028,449,65,45
2022-09-18 16:00:00-03:00,2022-09-18,16:00:00,2022-09-18 17:00:00-03:00,2022-09-18,17:00:00,11717,6134,10663,3051,945,430,44,27
2022-09-18 17:00:00-03:00,2022-09-18,17:00:00,2022-09-18 18:00:00-03:00,2022-09-18,18:00:00,10316,5391,11091,3176,941,384,67,57
2022-09-18 18:00:00-03:00,2022-09-18,18:00:00,2022-09-18 19:00:00-03:00,2022-09-18,19:00:00,12417,6053,11514,3203,1696,996,51,35
2022-09-18 19:00:00-03:00,2022-09-18,19:00:00,2022-09-18 20:00:00-03:00,2022-09-18,20:00:00,12838,6289,9747,2935,1488,781,93,58
2022-09-18 20:00:00-03:00,2022-09-18,20:00:00,2022-09-18 21:00:00-03:00,2022-09-18,21:00:00,11939,5879,8790,2909,1582,779,60,43
2022-09-18 21:00:00-03:00,2022-09-18,21:00:00,2022-09-18 22:00:00-03:00,2022-09-18,22:00:00,11388,5581,9557,3072,1469,824,69,56
2022-09-18 22:00:00-03:00,2022-09-18,22:00:00,2022-09-18 23:00:00-03:00,2022-09-18,23:00:00,11003,5163,9399,2858,1034,571,48,35
2022-09-18 23:00:00-03:00,2022-09-18,23:00:00,2022-09-19 00:00:00-03:00,2022-09-19,00:00:00,7579,3751,6652,1954,897,458,54,33
2022-09-19 00:00:00-03:00,2022-09-19,00:00:00,2022-09-19 01:00:00-03:00,2022-09-19,01:00:00,5142,2516,4284,1370,820,379,247,98
2022-09-19 01:00:00-03:00,2022-09-19,01:00:00,2022-09-19 02:00:00-03:00,2022-09-19,02:00:00,2613,1306,2786,800,389,179,74,27
2022-09-19 02:00:00-03:00,2022-09-19,02:00:00,2022-09-19 03:00:00-03:00,2022-09-19,03:00:00,1560,807,1547,473,268,132,55,26
2022-09-19 03:00:00-03:00,2022-09-19,03:00:00,2022-09-19 04:00:00-03:00,2022-09-19,04:00:00,1076,555,1097,400,139,55,25,9
2022-09-19 04:00:00-03:00,2022-09-19,04:00:00,2022-09-19 05:00:00-03:00,2022-09-19,05:00:00,1021,498,1115,359,153,66,32,8
2022-09-19 05:00:00-03:00,2022-09-19,05:00:00,2022-09-19 06:00:00-03:00,2022-09-19,06:00:00,1738,921,1755,488,202,74,54,21
2022-09-19 06:00:00-03:00,2022-09-19,06:00:00,2022-09-19 07:00:00-03:00,2022-09-19,07:00:00,3462,1800,3196,850,425,203,101,51
2022-09-19 07:00:00-03:00,2022-09-19,07:00:00,2022-09-19 08:00:00-03:00,2022-09-19,08:00:00,7974,3614,8654,1930,604,294,171,69
2022-09-19 08:00:00-03:00,2022-09-19,08:00:00,2022-09-19 09:00:00-03:00,2022-09-19,09:00:00,9974,4638,10232,2635,723,398,189,100
2022-09-19 09:00:00-03:00,2022-09-19,09:00:00,2022-09-19 10:00:00-03:00,2022-09-19,10:00:00,9892,4332,8671,2398,1151,577,335,179
2022-09-19 10:00:00-03:00,2022-09-19,10:00:00,2022-09-19 11:00:00-03:00,2022-09-19,11:00:00,11309,5037,8969,2482,928,477,364,194
2022-09-19 11:00:00-03:00,2022-09-19,11:00:00,2022-09-19 12:00:00-03:00,2022-09-19,12:00:00,12905,5607,9320,2543,1080,461,313,175
2022-09-19 12:00:00-03:00,2022-09-19,12:00:00,2022-09-19 13:00:00-03:00,2022-09-19,13:00:00,11743,5488,15796,3750,1283,701,302,190
2022-09-19 13:00:00-03:00,2022-09-19,13:00:00,2022-09-19 14:00:00-03:00,2022-09-19,14:00:00,11267,5150,14446,4263,1638,821,204,113
2022-09-19 14:00:00-03:00,2022-09-19,14:00:00,2022-09-19 15:00:00-03:00,2022-09-19,15:00:00,9999,4732,11061,3358,1752,805,199,104
2022-09-19 15:00:00-03:00,2022-09-19,15:00:00,2022-09-19 16:00:00-03:00,2022-09-19,16:00:00,8944,4275,10465,3381,1403,691,245,140
2022-09-19 16:00:00-03:00,2022-09-19,16:00:00,2022-09-19 17:00:00-03:00,2022-09-19,17:00:00,8898,4299,11632,3661,1262,583,211,115
2022-09-19 17:00:00-03:00,2022-09-19,17:00:00,2022-09-19 18:00:00-03:00,2022-09-19,18:00:00,10314,4718,10734,3235,1533,653,173,98
2022-09-19 18:00:00-03:00,2022-09-19,18:00:00,2022-09-19 19:00:00-03:00,2022-09-19,19:00:00,10639,4704,9329,3004,3210,1543,347,177
2022-09-19 19:00:00-03:00,2022-09-19,19:00:00,2022-09-19 20:00:00-03:00,2022-09-19,20:00:00,11474,5003,10447,3725,3131,1360,365,236
2022-09-19 20:00:00-03:00,2022-09-19,20:00:00,2022-09-19 21:00:00-03:00,2022-09-19,21:00:00,11997,4995,9037,2897,4882,2267,387,276
2022-09-19 21:00:00-03:00,2022-09-19,21:00:00,2022-09-19 22:00:00-03:00,2022-09-19,22:00:00,13583,6129,11252,3439,4483,2298,425,314
2022-09-19 22:00:00-03:00,2022-09-19,22:00:00,2022-09-19 23:00:00-03:00,2022-09-19,23:00:00,15893,7268,10411,3104,7013,4573,335,227
2022-09-19 23:00:00-03:00,2022-09-19,23:00:00,2022-09-20 00:00:00-03:00,2022-09-20,00:00:00,9103,4252,10656,2669,4478,2782,325,246
2022-09-20 00:00:00-03:00,2022-09-20,00:00:00,2022-09-20 01:00:00-03:00,2022-09-20,01:00:00,5175,2489,6222,1608,3541,2001,171,122
2022-09-20 01:00:00-03:00,2022-09-20,01:00:00,2022-09-20 02:00:00-03:00,2022-09-20,02:00:00,2765,1234,3793,992,1831,970,124,65
2022-09-20 02:00:00-03:00,2022-09-20,02:00:00,2022-09-20 03:00:00-03:00,2022-09-20,03:00:00,1460,636,2311,625,934,458,46,31
2022-09-20 03:00:00-03:00,2022-09-20,03:00:00,2022-09-20 04:00:00-03:00,2022-09-20,04:00:00,1099,438,1569,425,517,236,49,26
2022-09-20 04:00:00-03:00,2022-09-20,04:00:00,2022-09-20 05:00:00-03:00,2022-09-20,05:00:00,1006,464,1784,393,468,275,34,21
2022-09-20 05:00:00-03:00,2022-09-20,05:00:00,2022-09-20 06:00:00-03:00,2022-09-20,06:00:00,1498,680,3292,843,853,440,85,59
2022-09-20 06:00:00-03:00,2022-09-20,06:00:00,2022-09-20 07:00:00-03:00,2022-09-20,07:00:00,3306,1719,6719,1711,1641,883,116,89
2022-09-20 07:00:00-03:00,2022-09-20,07:00:00,2022-09-20 08:00:00-03:00,2022-09-20,08:00:00,5479,2957,10410,2692,2337,1356,247,164
2022-09-20 08:00:00-03:00,2022-09-20,08:00:00,2022-09-20 09:00:00-03:00,2022-09-20,09:00:00,6646,3720,9430,2861,2974,1701,252,185
2022-09-20 09:00:00-03:00,2022-09-20,09:00:00,2022-09-20 10:00:00-03:00,2022-09-20,10:00:00,5715,3157,15076,4023,3204,1808,205,158
2022-09-20 10:00:00-03:00,2022-09-20,10:00:00,2022-09-20 11:00:00-03:00,2022-09-20,11:00:00,6170,3304,12147,3637,3090,1686,177,125
2022-09-20 11:00:00-03:00,2022-09-20,11:00:00,2022-09-20 12:00:00-03:00,2022-09-20,12:00:00,6527,3436,17040,4484,2824,1362,130,101
2022-09-20 12:00:00-03:00,2022-09-20,12:00:00,2022-09-20 13:00:00-03:00,2022-09-20,13:00:00,8567,4200,15026,3839,2407,1208,118,76
2022-09-20 13:00:00-03:00,2022-09-20,13:00:00,2022-09-20 14:00:00-03:00,2022-09-20,14:00:00,8701,4266,14696,4163,2603,1287,158,110
2022-09-20 14:00:00-03:00,2022-09-20,14:00:00,2022-09-20 15:00:00-03:00,2022-09-20,15:00:00,8167,4216,11416,3169,3861,2158,171,143
2022-09-20 15:00:00-03:00,2022-09-20,15:00:00,2022-09-20 16:00:00-03:00,2022-09-20,16:00:00,8117,4217,16054,3586,4131,2122,138,114
2022-09-20 16:00:00-03:00,2022-09-20,16:00:00,2022-09-20 17:00:00-03:00,2022-09-20,17:00:00,7268,3743,13625,3133,3363,1876,122,96
2022-09-20 17:00:00-03:00,2022-09-20,17:00:00,2022-09-20 18:00:00-03:00,2022-09-20,18:00:00,7668,3772,13531,3478,2946,1568,164,125
2022-09-20 18:00:00-03:00,2022-09-20,18:00:00,2022-09-20 19:00:00-03:00,2022-09-20,19:00:00,9160,4573,14433,3454,3199,1532,165,119
2022-09-20 19:00:00-03:00,2022-09-20,19:00:00,2022-09-20 20:00:00-03:00,2022-09-20,20:00:00,8082,4335,14203,3384,4348,2309,161,104
2022-09-20 20:00:00-03:00,2022-09-20,20:00:00,2022-09-20 21:00:00-03:00,2022-09-20,21:00:00,8195,4285,12962,3500,4265,2472,632,445
2022-09-20 21:00:00-03:00,2022-09-20,21:00:00,2022-09-20 22:00:00-03:00,2022-09-20,22:00:00,9001,4745,17913,4533,4611,2500,677,591
2022-09-20 22:00:00-03:00,2022-09-20,22:00:00,2022-09-20 23:00:00-03:00,2022-09-20,23:00:00,7982,3896,13840,3253,3253,1654,260,174
2022-09-20 23:00:00-03:00,2022-09-20,23:00:00,2022-09-21 00:00:00-03:00,2022-09-21,00:00:00,5878,2789,9276,2045,2310,1155,244,105
2022-09-21 00:00:00-03:00,2022-09-21,00:00:00,2022-09-21 01:00:00-03:00,2022-09-21,01:00:00,3364,1598,5532,1237,1241,558,90,63
2022-09-21 01:00:00-03:00,2022-09-21,01:00:00,2022-09-21 02:00:00-03:00,2022-09-21,02:00:00,1975,845,3381,773,791,361,65,37
2022-09-21 02:00:00-03:00,2022-09-21,02:00:00,2022-09-21 03:00:00-03:00,2022-09-21,03:00:00,1025,467,1970,558,546,295,90,39
2022-09-21 03:00:00-03:00,2022-09-21,03:00:00,2022-09-21 04:00:00-03:00,2022-09-21,04:00:00,715,310,1410,311,364,146,34,15
2022-09-21 04:00:00-03:00,2022-09-21,04:00:00,2022-09-21 05:00:00-03:00,2022-09-21,05:00:00,779,378,1398,313,306,154,53,25
2022-09-21 05:00:00-03:00,2022-09-21,05:00:00,2022-09-21 06:00:00-03:00,2022-09-21,06:00:00,1316,579,2769,616,606,300,47,32
2022-09-21 06:00:00-03:00,2022-09-21,06:00:00,2022-09-21 07:00:00-03:00,2022-09-21,07:00:00,2544,1189,5739,1247,1221,617,99,58
2022-09-21 07:00:00-03:00,2022-09-21,07:00:00,2022-09-21 08:00:00-03:00,2022-09-21,08:00:00,4090,2096,8701,2420,1570,862,135,78
2022-09-21 08:00:00-03:00,2022-09-21,08:00:00,2022-09-21 09:00:00-03:00,2022-09-21,09:00:00,5648,3076,8758,2508,1695,969,135,82
2022-09-21 09:00:00-03:00,2022-09-21,09:00:00,2022-09-21 10:00:00-03:00,2022-09-21,10:00:00,5816,3123,7984,2343,2778,1558,163,100
2022-09-21 10:00:00-03:00,2022-09-21,10:00:00,2022-09-21 11:00:00-03:00,2022-09-21,11:00:00,6808,3333,7674,2139,3050,1698,182,110
2022-09-21 11:00:00-03:00,2022-09-21,11:00:00,2022-09-21 12:00:00-03:00,2022-09-21,12:00:00,6599,3424,7635,2187,4478,2456,145,90
2022-09-21 12:00:00-03:00,2022-09-21,12:00:00,2022-09-21 13:00:00-03:00,2022-09-21,13:00:00,6879,3414,10247,2363,5744,3484,218,123
2022-09-21 13:00:00-03:00,2022-09-21,13:00:00,2022-09-21 14:00:00-03:00,2022-09-21,14:00:00,7461,3998,9827,2433,4656,2889,186,133
2022-09-21 14:00:00-03:00,2022-09-21,14:00:00,2022-09-21 15:00:00-03:00,2022-09-21,15:00:00,6746,3630,8569,2193,4110,2624,164,112
2022-09-21 15:00:00-03:00,2022-09-21,15:00:00,2022-09-21 16:00:00-03:00,2022-09-21,16:00:00,6720,3655,8204,1968,3768,2333,167,121
2022-09-21 16:00:00-03:00,2022-09-21,16:00:00,2022-09-21 17:00:00-03:00,2022-09-21,17:00:00,8417,4142,9253,2047,3845,2464,164,102
2022-09-21 17:00:00-03:00,2022-09-21,17:00:00,2022-09-21 18:00:00-03:00,2022-09-21,18:00:00,8000,4174,7949,1803,4759,3296,222,160
2022-09-21 18:00:00-03:00,2022-09-21,18:00:00,2022-09-21 19:00:00-03:00,2022-09-21,19:00:00,8506,4111,9130,2044,4608,2883,333,161
2022-09-21 19:00:00-03:00,2022-09-21,19:00:00,2022-09-21 20:00:00-03:00,2022-09-21,20:00:00,12349,5178,10250,2204,5654,3598,377,197
2022-09-21 20:00:00-03:00,2022-09-21,20:00:00,2022-09-21 21:00:00-03:00,2022-09-21,21:00:00,11556,5482,8792,2055,6260,3666,334,187
2022-09-21 21:00:00-03:00,2022-09-21,21:00:00,2022-09-21 22:00:00-03:00,2022-09-21,22:00:00,10031,5247,8417,2165,7147,3889,245,127
2022-09-21 22:00:00-03:00,2022-09-21,22:00:00,2022-09-21 23:00:00-03:00,2022-09-21,23:00:00,9077,4817,8910,2011,5745,3416,341,234
2022-09-21 23:00:00-03:00,2022-09-21,23:00:00,2022-09-22 00:00:00-03:00,2022-09-22,00:00:00,7195,3657,7313,1817,4242,2408,120,58
2022-09-22 00:00:00-03:00,2022-09-22,00:00:00,2022-09-22 01:00:00-03:00,2022-09-22,01:00:00,4100,2130,4300,1083,2960,1562,93,55
2022-09-22 01:00:00-03:00,2022-09-22,01:00:00,2022-09-22 02:00:00-03:00,2022-09-22,02:00:00,2273,1199,2372,538,1662,929,50,33
2022-09-22 02:00:00-03:00,2022-09-22,02:00:00,2022-09-22 03:00:00-03:00,2022-09-22,03:00:00,1185,596,1426,428,1038,530,33,17
2022-09-22 03:00:00-03:00,2022-09-22,03:00:00,2022-09-22 04:00:00-03:00,2022-09-22,04:00:00,994,444,1037,242,564,302,19,10
2022-09-22 04:00:00-03:00,2022-09-22,04:00:00,2022-09-22 05:00:00-03:00,2022-09-22,05:00:00,953,452,1037,231,557,291,21,7
2022-09-22 05:00:00-03:00,2022-09-22,05:00:00,2022-09-22 06:00:00-03:00,2022-09-22,06:00:00,1628,759,1869,427,973,485,47,24
2022-09-22 06:00:00-03:00,2022-09-22,06:00:00,2022-09-22 07:00:00-03:00,2022-09-22,07:00:00,3303,1928,3726,919,2038,1079,88,40
2022-09-22 07:00:00-03:00,2022-09-22,07:00:00,2022-09-22 08:00:00-03:00,2022-09-22,08:00:00,4749,2756,8618,1913,2555,1370,186,84
2022-09-22 08:00:00-03:00,2022-09-22,08:00:00,2022-09-22 09:00:00-03:00,2022-09-22,09:00:00,6722,3623,8410,2133,3139,1782,158,84
2022-09-22 09:00:00-03:00,2022-09-22,09:00:00,2022-09-22 10:00:00-03:00,2022-09-22,10:00:00,6520,3486,7359,1792,3792,2123,118,82
